Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential,LCOM,CohesionLevel
Public Method,org.apache.commons.collections.map.AbstractTestMap.getSampleKeys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,17.0,0.0,10.0,3.0,7.0,7.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,,,,0.0,,,0.7,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.getSampleValues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,19.0,0.0,10.0,3.0,7.0,9.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,,,,0.0,,,0.9,3,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.isAllowDuplicateValues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.isAllowNullKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.isAllowNullValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.isGetStructuralModify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.isPutAddSupported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.isPutChangeSupported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,12.0,0.0,3.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.isRemoveSupported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,11.0,0.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.67,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.isSetValueSupported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,12.0,0.0,3.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.isSubMapViewsSerializable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,3.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.makeConfirmedMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Abstract Method,org.apache.commons.collections.map.AbstractTestMap.makeEmptyMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,1.0,1.0,0.0,5.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,0.0,,,5.0,0,0,,
Private Method,org.apache.commons.collections.map.AbstractTestMap.makeEntryArray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,17.0,0.0,9.0,3.0,6.0,8.0,6.0,7.0,9.0,4.0,6.0,2.0,1.0,,,,1.0,,,0.89,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.makeFullMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,14.0,0.0,5.0,2.0,3.0,9.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,0.0,,,1.8,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.makeObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.resetEmpty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,9.0,0.0,5.0,1.0,3.0,4.0,5.0,3.0,4.0,1.0,3.0,1.0,1.0,,,,0.0,,,0.8,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.resetFull,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,14.0,0.0,10.0,3.0,7.0,4.0,8.0,8.0,10.0,4.0,8.0,2.0,1.0,,,,1.0,,,0.4,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.tearDown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,7.0,1.0,5.0,3.0,5.0,5.0,6.0,1.0,5.0,1.0,1.0,,,,0.0,,,0.43,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testEmptyMapCompatibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,2.0,7.0,3.0,4.0,11.0,7.0,3.0,5.0,3.0,4.0,2.0,1.0,,,,1.0,,,1.57,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testEntrySetClearChangesMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,2.0,17.0,2.0,15.0,6.0,6.0,15.0,17.0,2.0,16.0,2.0,1.0,,,,1.0,,,0.35,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testEntrySetContains1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,6.0,3.0,4.0,0.0,6.0,4.0,5.0,3.0,4.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testEntrySetContains2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,7.0,4.0,5.0,0.0,7.0,5.0,6.0,4.0,5.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testEntrySetContains3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,9.0,5.0,7.0,0.0,8.0,7.0,8.0,5.0,7.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testEntrySetRemove1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,12.0,1.0,11.0,5.0,9.0,0.0,10.0,9.0,11.0,5.0,10.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testEntrySetRemove2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,1.0,12.0,6.0,10.0,0.0,11.0,10.0,12.0,6.0,11.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testEntrySetRemove3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,1.0,14.0,7.0,12.0,0.0,11.0,12.0,14.0,7.0,13.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testFullMapCompatibility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,2.0,7.0,3.0,4.0,11.0,8.0,3.0,5.0,3.0,4.0,2.0,1.0,,,,1.0,,,1.57,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testKeySetClearChangesMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,2.0,17.0,2.0,15.0,6.0,6.0,15.0,17.0,2.0,16.0,2.0,1.0,,,,1.0,,,0.35,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testKeySetRemoveChangesMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,21.0,0.0,15.0,3.0,10.0,6.0,6.0,8.0,11.0,4.0,9.0,3.0,3.0,,,,2.0,,,0.4,3,3,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMakeMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,27.0,5.0,18.0,5.0,16.0,4.0,3.0,10.0,11.0,5.0,10.0,1.0,1.0,,,,0.0,,,0.22,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapClear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,28.0,2.0,18.0,1.0,15.0,8.0,6.0,12.0,15.0,1.0,14.0,3.0,1.0,,,,2.0,,,0.44,3,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapContainsKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,22.0,2.0,15.0,2.0,11.0,5.0,6.0,11.0,14.0,4.0,11.0,3.0,1.0,,,,1.0,,,0.33,3,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapContainsValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,22.0,2.0,15.0,2.0,11.0,5.0,6.0,11.0,14.0,4.0,11.0,3.0,1.0,,,,1.0,,,0.33,3,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,3.0,18.0,2.0,16.0,5.0,9.0,15.0,16.0,2.0,15.0,1.0,1.0,,,,0.0,,,0.28,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapGet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,21.0,3.0,15.0,3.0,11.0,3.0,8.0,11.0,14.0,5.0,11.0,3.0,1.0,,,,1.0,,,0.2,3,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapHashCode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,1.0,8.0,1.0,6.0,3.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,,,,0.0,,,0.38,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapIsEmpty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,1.0,10.0,1.0,8.0,3.0,5.0,6.0,7.0,1.0,6.0,1.0,1.0,,,,0.0,,,0.3,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapPut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,85.0,5.0,72.0,10.0,62.0,8.0,19.0,40.0,52.0,13.0,48.0,14.0,1.0,,,,4.0,,,0.11,14,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapPutAll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,60.0,5.0,47.0,6.0,41.0,8.0,14.0,39.0,45.0,8.0,42.0,6.0,1.0,,,,3.0,,,0.17,6,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapPutNullKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,1.0,15.0,2.0,11.0,3.0,6.0,5.0,9.0,2.0,8.0,5.0,1.0,,,,3.0,,,0.2,5,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapPutNullValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,1.0,15.0,2.0,11.0,3.0,6.0,5.0,9.0,2.0,8.0,5.0,1.0,,,,3.0,,,0.2,5,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapRemove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,47.0,7.0,37.0,8.0,31.0,3.0,15.0,28.0,34.0,11.0,30.0,6.0,1.0,,,,2.0,,,0.08,6,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapSize,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,1.0,10.0,1.0,8.0,3.0,6.0,6.0,7.0,1.0,6.0,1.0,1.0,,,,0.0,,,0.3,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testMapToString,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,1.0,10.0,1.0,8.0,9.0,5.0,6.0,7.0,1.0,6.0,1.0,1.0,,,,0.0,,,0.9,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testSampleMappings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,50.0,5.0,32.0,4.0,28.0,13.0,8.0,17.0,20.0,6.0,17.0,3.0,1.0,,,,2.0,,,0.41,3,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testValuesClearChangesMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,2.0,17.0,2.0,15.0,6.0,6.0,15.0,17.0,2.0,16.0,2.0,1.0,,,,1.0,,,0.35,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.testValuesRemoveChangesMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,38.0,0.0,22.0,4.0,16.0,17.0,7.0,11.0,16.0,5.0,13.0,5.0,5.0,,,,4.0,,,0.77,5,5,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.verify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,16.0,0.0,6.0,1.0,4.0,10.0,4.0,4.0,5.0,1.0,4.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.verifyEntrySet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,0.0,18.0,3.0,16.0,0.0,7.0,7.0,8.0,3.0,7.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.verifyKeySet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,0.0,18.0,3.0,16.0,0.0,7.0,7.0,8.0,3.0,7.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.verifyMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,19.0,0.0,11.0,3.0,9.0,8.0,6.0,6.0,7.0,3.0,6.0,1.0,1.0,,,,0.0,,,0.73,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestMap.verifyValues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,25.0,1.0,23.0,6.0,20.0,1.0,10.0,13.0,14.0,7.0,13.0,2.0,1.0,,,,1.0,,,0.04,2,1,,
Private Method,org.apache.commons.collections.map.AbstractTestMap.views,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,0.0,5.0,1.0,3.0,3.0,6.0,3.0,4.0,1.0,3.0,1.0,1.0,,,,0.0,,,0.6,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.InnerTestOrderedMapIterator.getConfirmedMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.33,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.InnerTestOrderedMapIterator.getMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.33,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.InnerTestOrderedMapIterator.isGetStructuralModify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.InnerTestOrderedMapIterator.makeEmptyMapIterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,4.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.InnerTestOrderedMapIterator.makeFullMapIterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,4.0,1.0,2.0,0.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.InnerTestOrderedMapIterator.supportsRemove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.InnerTestOrderedMapIterator.supportsSetValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.InnerTestOrderedMapIterator.verify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,4.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.bulkTestOrderedMapIterator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.getSampleKeys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,9.0,0.0,5.0,2.0,3.0,4.0,6.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,0.0,,,0.8,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.makeConfirmedMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.testFirstKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,1.0,12.0,3.0,10.0,0.0,8.0,8.0,10.0,3.0,8.0,2.0,1.0,,,,1.0,,,0.0,2,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.testLastKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16.0,1.0,15.0,3.0,12.0,0.0,9.0,11.0,13.0,4.0,10.0,3.0,1.0,,,,1.0,,,0.0,3,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.testNextKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,32.0,2.0,30.0,5.0,25.0,1.0,11.0,16.0,22.0,5.0,20.0,6.0,1.0,,,,2.0,,,0.03,6,1,,
Public Method,org.apache.commons.collections.map.AbstractTestOrderedMap.testPreviousKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,36.0,2.0,34.0,6.0,28.0,1.0,12.0,18.0,25.0,6.0,23.0,7.0,1.0,,,,2.0,,,0.03,7,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestHeadMap.getCompatibilityVersion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestHeadMap.makeEmptyMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.33,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestHeadMap.makeFullMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestHeadMap.testHeadMapOutOfRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0.0,9.0,1.0,7.0,0.0,6.0,5.0,8.0,1.0,7.0,3.0,1.0,,,,1.0,,,0.0,3,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestSubMap.getCompatibilityVersion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestSubMap.makeEmptyMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.33,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestSubMap.makeFullMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestSubMap.testSubMapOutOfRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0.0,9.0,1.0,7.0,0.0,6.0,5.0,8.0,1.0,7.0,3.0,1.0,,,,1.0,,,0.0,3,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestTailMap.getCompatibilityVersion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestTailMap.makeEmptyMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.33,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestTailMap.makeFullMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,0.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestTailMap.testTailMapOutOfRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,0.0,9.0,1.0,7.0,0.0,6.0,5.0,8.0,1.0,7.0,3.0,1.0,,,,1.0,,,0.0,3,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap.bulkTestHeadMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.33,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap.bulkTestSubMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.33,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap.bulkTestTailMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.33,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap.getNewSampleValues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap.getSampleKeys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap.getSampleValues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap.isAllowNullKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap.isAllowNullValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap.isPutAddSupported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
Public Method,org.apache.commons.collections.map.AbstractTestSortedMap.TestViewMap.isPutChangeSupported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,,
