Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential,LCOM,CohesionLevel
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testBug2849731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testBug2849731_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,22.0,2.0,17.0,4.0,15.0,3.0,8.0,15.0,16.0,4.0,15.0,1.0,1.0,,,,0.0,,,0.18,1,1,0.18,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testBug2849731_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,22.0,2.0,17.0,4.0,15.0,3.0,8.0,15.0,16.0,4.0,15.0,1.0,1.0,,,,0.0,,,0.18,1,1,0.18,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testCalculatePieDatasetTotal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,0.0,11.0,2.0,9.0,3.0,4.0,6.0,7.0,2.0,6.0,1.0,1.0,,,,0.0,,,0.27,1,1,0.27,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testCreateCategoryDataset1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.0,0.0,12.0,6.0,10.0,3.0,4.0,9.0,10.0,5.0,6.0,1.0,1.0,,,,0.0,,,0.25,1,1,0.25,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testCreateCategoryDataset2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,22.0,0.0,18.0,6.0,14.0,5.0,2.0,11.0,13.0,6.0,7.0,2.0,1.0,,,,1.0,,,0.28,2,1,0.28,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testCumulativeRange1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,0.0,9.0,3.0,7.0,5.0,6.0,7.0,8.0,3.0,7.0,1.0,1.0,,,,0.0,,,0.56,1,1,0.56,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testCumulativeRange2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,0.0,16.0,3.0,14.0,3.0,6.0,14.0,15.0,3.0,14.0,1.0,1.0,,,,0.0,,,0.19,1,1,0.19,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testCumulativeRange3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,0.0,11.0,3.0,9.0,3.0,6.0,9.0,10.0,3.0,9.0,1.0,1.0,,,,0.0,,,0.27,1,1,0.27,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testCumulativeRange_NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,0.0,9.0,3.0,7.0,4.0,6.0,7.0,8.0,3.0,7.0,1.0,1.0,,,,0.0,,,0.44,1,1,0.44,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindDomainBounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,6.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,1.0,,,,0.0,,,0.5,1,1,0.5,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindDomainBounds2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,0.0,15.0,11.0,13.0,4.0,6.0,12.0,13.0,10.0,5.0,1.0,1.0,,,,0.0,,,0.27,1,1,0.27,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindDomainBounds3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,19.0,0.0,15.0,11.0,13.0,4.0,6.0,12.0,13.0,10.0,5.0,1.0,1.0,,,,0.0,,,0.27,1,1,0.27,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindDomainBounds_NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,22.0,1.0,18.0,11.0,16.0,3.0,7.0,15.0,16.0,10.0,8.0,1.0,1.0,,,,0.0,,,0.17,1,1,0.17,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindMaximumDomainValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,,,,0.0,,,0.6,1,1,0.6,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindMaximumRangeValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,1.0,8.0,5.0,6.0,3.0,5.0,6.0,7.0,5.0,6.0,1.0,1.0,,,,0.0,,,0.38,1,1,0.38,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindMaximumStackedRangeValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,5.0,17.0,3.0,15.0,4.0,6.0,15.0,16.0,3.0,15.0,1.0,1.0,,,,0.0,,,0.24,1,1,0.24,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindMaximumStackedRangeValue2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,1.0,9.0,3.0,7.0,3.0,5.0,7.0,8.0,3.0,7.0,1.0,1.0,,,,0.0,,,0.33,1,1,0.33,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindMinimumDomainValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,,,,0.0,,,0.6,1,1,0.6,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindMinimumRangeValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,1.0,8.0,5.0,6.0,3.0,5.0,6.0,7.0,5.0,6.0,1.0,1.0,,,,0.0,,,0.38,1,1,0.38,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindMinimumStackedRangeValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,26.0,5.0,17.0,3.0,15.0,4.0,6.0,15.0,16.0,3.0,15.0,1.0,1.0,,,,0.0,,,0.24,1,1,0.24,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindMinimumStackedRangeValue2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,1.0,9.0,3.0,7.0,3.0,5.0,7.0,8.0,3.0,7.0,1.0,1.0,,,,0.0,,,0.33,1,1,0.33,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindRangeBounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,6.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,1.0,,,,0.0,,,0.5,1,1,0.5,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindRangeBounds2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,47.0,6.0,32.0,5.0,30.0,9.0,10.0,30.0,31.0,5.0,30.0,1.0,1.0,,,,0.0,,,0.28,1,1,0.28,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindRangeBounds_CategoryDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,6.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,1.0,,,,0.0,,,0.5,1,1,0.5,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindStackedRangeBoundsForTableXYDataset1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,6.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,1.0,,,,0.0,,,0.5,1,1,0.5,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindStackedRangeBoundsForTableXYDataset2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,,,,0.0,,,0.6,1,1,0.6,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindStackedRangeBounds_CategoryDataset1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,1.0,10.0,3.0,8.0,3.0,6.0,8.0,9.0,3.0,8.0,1.0,1.0,,,,0.0,,,0.3,1,1,0.3,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindStackedRangeBounds_CategoryDataset2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,28.0,4.0,21.0,3.0,19.0,3.0,8.0,19.0,20.0,3.0,19.0,1.0,1.0,,,,0.0,,,0.14,1,1,0.14,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testFindStackedRangeBounds_CategoryDataset3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,34.0,5.0,25.0,4.0,23.0,4.0,9.0,23.0,24.0,4.0,23.0,1.0,1.0,,,,0.0,,,0.16,1,1,0.16,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIsEmptyOrNullXYDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,16.0,0.0,13.0,3.0,11.0,3.0,8.0,11.0,12.0,3.0,10.0,1.0,1.0,,,,0.0,,,0.23,1,1,0.23,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateDomainBounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,6.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,1.0,,,,0.0,,,0.5,1,1,0.5,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateDomainBounds_NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,12.0,0.0,9.0,5.0,7.0,3.0,6.0,7.0,8.0,5.0,5.0,1.0,1.0,,,,0.0,,,0.33,1,1,0.33,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateDomainBounds_NaN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,21.0,0.0,18.0,11.0,16.0,3.0,6.0,15.0,16.0,10.0,8.0,1.0,1.0,,,,0.0,,,0.17,1,1,0.17,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateRangeBounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,6.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,1.0,,,,0.0,,,0.5,1,1,0.5,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateRangeBounds2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,13.0,0.0,10.0,4.0,8.0,3.0,8.0,8.0,9.0,4.0,8.0,1.0,1.0,,,,0.0,,,0.3,1,1,0.3,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateRangeBounds2_CategoryDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,27.0,3.0,17.0,3.0,15.0,7.0,7.0,15.0,16.0,3.0,15.0,1.0,1.0,,,,0.0,,,0.41,1,1,0.41,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateRangeBounds3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,31.0,3.0,21.0,4.0,19.0,7.0,11.0,19.0,20.0,4.0,19.0,1.0,1.0,,,,0.0,,,0.33,1,1,0.33,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateRangeBounds3_CategoryDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,29.0,1.0,24.0,6.0,22.0,4.0,5.0,21.0,22.0,5.0,19.0,1.0,1.0,,,,0.0,,,0.17,1,1,0.17,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateRangeBounds4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,38.0,4.0,26.0,5.0,24.0,8.0,9.0,24.0,25.0,5.0,24.0,1.0,1.0,,,,0.0,,,0.31,1,1,0.31,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateRangeBounds_CategoryDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.0,6.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,1.0,1.0,,,,0.0,,,0.5,1,1,0.5,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateRangeBounds_IntervalCategoryDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,,,,0.0,,,4.0,1,1,4.0,Very Low
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateToFindRangeBounds1_XYDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,37.0,2.0,29.0,2.0,21.0,6.0,4.0,12.0,16.0,2.0,14.0,4.0,1.0,,,,1.0,,,0.21,4,1,0.21,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateToFindRangeBounds2_XYDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,72.0,10.0,50.0,8.0,48.0,12.0,10.0,37.0,38.0,7.0,37.0,1.0,1.0,,,,0.0,,,0.24,1,1,0.24,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateToFindRangeBounds_BoxAndWhiskerXYDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,23.0,1.0,18.0,6.0,15.0,4.0,7.0,8.0,9.0,4.0,8.0,1.0,1.0,,,,0.0,,,0.22,1,1,0.22,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateToFindRangeBounds_MultiValueCategoryDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,34.0,2.0,28.0,5.0,25.0,4.0,8.0,15.0,16.0,4.0,15.0,1.0,1.0,,,,0.0,,,0.14,1,1,0.14,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testIterateToFindRangeBounds_StatisticalCategoryDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,0.0,15.0,4.0,12.0,4.0,6.0,7.0,8.0,3.0,7.0,1.0,1.0,,,,0.0,,,0.27,1,1,0.27,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testJava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,0.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,0.75,1,1,0.75,Low
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testLimitPieDataset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,34.0,5.0,22.0,4.0,20.0,7.0,8.0,18.0,19.0,3.0,18.0,1.0,1.0,,,,0.0,,,0.32,1,1,0.32,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testMaximumStackedRangeValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,23.0,0.0,18.0,10.0,16.0,5.0,6.0,16.0,17.0,10.0,10.0,1.0,1.0,,,,0.0,,,0.28,1,1,0.28,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testMinMaxRange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,0.0,9.0,4.0,7.0,3.0,6.0,7.0,8.0,4.0,7.0,1.0,1.0,,,,0.0,,,0.33,1,1,0.33,Medium
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testSampleFunction2D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.0,0.0,12.0,4.0,10.0,3.0,8.0,9.0,10.0,3.0,9.0,1.0,1.0,,,,0.0,,,0.25,1,1,0.25,High
Public Method,org.jfree.data.general.junit.DatasetUtilitiesTests.testStackedRangeWithMap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,0.0,8.0,4.0,6.0,3.0,7.0,6.0,7.0,4.0,6.0,1.0,1.0,,,,0.0,,,0.38,1,1,0.38,Medium
Public Method,org.jfree.data.general.junit.DefaultHeatMapDatasetTests.datasetChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Static Method,org.jfree.data.general.junit.DefaultHeatMapDatasetTests.main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,8.0,0.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Static Method,org.jfree.data.general.junit.DefaultHeatMapDatasetTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.data.general.junit.DefaultHeatMapDatasetTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,27.0,1.0,22.0,4.0,18.0,4.0,8.0,15.0,17.0,3.0,15.0,2.0,1.0,,,,1.0,,,0.18,2,1,0.18,High
Public Method,org.jfree.data.general.junit.DefaultHeatMapDatasetTests.testEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,60.0,10.0,47.0,5.0,45.0,3.0,6.0,43.0,44.0,3.0,43.0,1.0,1.0,,,,0.0,,,0.06,1,1,0.06,High
Public Method,org.jfree.data.general.junit.DefaultHeatMapDatasetTests.testGeneral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,21.0,0.0,18.0,3.0,16.0,3.0,14.0,15.0,16.0,2.0,15.0,1.0,1.0,,,,0.0,,,0.17,1,1,0.17,High
Public Method,org.jfree.data.general.junit.DefaultHeatMapDatasetTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,29.0,3.0,23.0,8.0,19.0,3.0,8.0,15.0,17.0,6.0,15.0,2.0,1.0,,,,1.0,,,0.13,2,1,0.13,High
Public Static Method,org.jfree.data.general.junit.DefaultKeyedValueDatasetTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.data.general.junit.DefaultKeyedValueDatasetTests.testCloneIndependence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19.0,0.0,16.0,4.0,11.0,3.0,7.0,9.0,11.0,3.0,9.0,2.0,1.0,,,,1.0,,,0.19,2,1,0.19,High
Public Method,org.jfree.data.general.junit.DefaultKeyedValueDatasetTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,17.0,0.0,14.0,4.0,9.0,3.0,6.0,7.0,9.0,3.0,7.0,2.0,1.0,,,,1.0,,,0.21,2,1,0.21,High
Public Method,org.jfree.data.general.junit.DefaultKeyedValueDatasetTests.testEquals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,21.0,4.0,14.0,5.0,10.0,3.0,4.0,10.0,11.0,3.0,10.0,1.0,1.0,,,,0.0,,,0.21,1,1,0.21,High
Public Method,org.jfree.data.general.junit.DefaultKeyedValueDatasetTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,26.0,3.0,20.0,8.0,15.0,3.0,8.0,11.0,13.0,6.0,11.0,2.0,1.0,,,,1.0,,,0.15,2,1,0.15,High
Public Static Method,org.jfree.data.general.junit.DefaultKeyedValues2DDatasetTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.data.general.junit.DefaultKeyedValues2DDatasetTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19.0,0.0,16.0,3.0,12.0,3.0,6.0,10.0,12.0,3.0,10.0,2.0,1.0,,,,1.0,,,0.19,2,1,0.19,High
Public Method,org.jfree.data.general.junit.DefaultKeyedValues2DDatasetTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,31.0,5.0,23.0,7.0,19.0,3.0,8.0,15.0,17.0,6.0,15.0,2.0,1.0,,,,1.0,,,0.13,2,1,0.13,High
Public Static Method,org.jfree.data.general.junit.DefaultKeyedValuesDatasetTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.data.general.junit.DefaultKeyedValuesDatasetTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19.0,0.0,16.0,3.0,12.0,3.0,6.0,10.0,12.0,3.0,10.0,2.0,1.0,,,,1.0,,,0.19,2,1,0.19,High
Public Method,org.jfree.data.general.junit.DefaultKeyedValuesDatasetTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,31.0,5.0,23.0,7.0,19.0,3.0,8.0,15.0,17.0,6.0,15.0,2.0,1.0,,,,1.0,,,0.13,2,1,0.13,High
Public Method,org.jfree.data.general.junit.DefaultPieDatasetTests.datasetChanged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Static Method,org.jfree.data.general.junit.DefaultPieDatasetTests.suite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.data.general.junit.DefaultPieDatasetTests.testClear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,0.0,12.0,2.0,10.0,4.0,9.0,10.0,11.0,2.0,10.0,1.0,1.0,,,,0.0,,,0.33,1,1,0.33,Medium
Public Method,org.jfree.data.general.junit.DefaultPieDatasetTests.testCloning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,19.0,0.0,16.0,3.0,12.0,3.0,7.0,10.0,12.0,3.0,10.0,2.0,1.0,,,,1.0,,,0.19,2,1,0.19,High
Public Method,org.jfree.data.general.junit.DefaultPieDatasetTests.testGetIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,1.0,16.0,3.0,12.0,3.0,6.0,10.0,12.0,3.0,10.0,2.0,1.0,,,,1.0,,,0.19,2,1,0.19,High
Public Method,org.jfree.data.general.junit.DefaultPieDatasetTests.testGetKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,28.0,2.0,23.0,3.0,17.0,3.0,5.0,13.0,16.0,3.0,14.0,3.0,1.0,,,,1.0,,,0.13,3,1,0.13,High
Public Method,org.jfree.data.general.junit.DefaultPieDatasetTests.testSerialization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,31.0,5.0,23.0,7.0,19.0,3.0,9.0,15.0,17.0,6.0,15.0,2.0,1.0,,,,1.0,,,0.13,2,1,0.13,High
Public Method,org.jfree.data.general.junit.IntervalDataItem.getLowerBound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,0.0,High
Public Method,org.jfree.data.general.junit.IntervalDataItem.getUpperBound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,0.0,High
Public Method,org.jfree.data.general.junit.IntervalDataItem.getValue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,0.0,1,1,0.0,High
Public Method,org.jfree.data.general.junit.TestIntervalCategoryDataset.addItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,16.0,0.0,6.0,3.0,3.0,10.0,3.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,0.0,,,1.67,1,1,1.67,Very Low
Public Method,org.jfree.data.general.junit.TestIntervalCategoryDataset.addItem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,14.0,0.0,5.0,2.0,2.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,1.8,1,1,1.8,Very Low
Public Method,org.jfree.data.general.junit.TestIntervalCategoryDataset.clear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,,,0.0,,,1.0,1,1,1.0,Low
Public Method,org.jfree.data.general.junit.TestIntervalCategoryDataset.clone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,14.0,0.0,6.0,3.0,4.0,8.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,,,,0.0,,,1.33,1,1,1.33,Very Low
Public Method,org.jfree.data.general.junit.TestIntervalCategoryDataset.equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,39.0,0.0,32.0,6.0,21.0,7.0,7.0,16.0,26.0,8.0,22.0,10.0,10.0,,,,4.0,,,0.22,10,10,0.22,High
Public Method,org.jfree.data.general.junit.TestIntervalCategoryDataset.getColumnCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,0.0,3.0,1.0,1.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,2.33,1,1,2.33,Very Low
Public Method,org.jfree.data.general.junit.TestIntervalCategoryDataset.getColumnIndex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,0.0,3.0,1.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.33,1,1,3.33,Very Low
Public Method,org.jfree.data.general.junit.TestIntervalCategoryDataset.getColumnKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,12.0,0.0,3.0,1.0,1.0,9.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,0.0,,,3.0,1,1,3.0,Very Low
