Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgEssential,CCViolDensityCode,CCViolDensityLine,CountCCViol,CountCCViolType,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,Essential,MaxCyclomatic,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumEssential
Public Interface,org.jfree.chart.labels.XYZToolTipGenerator,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,2.0,1.0,,0.0,0.0,,,,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,,14.0,2.0,3.0,2.0,0.0,9.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,0
Public Class,org.jfree.chart.needle.ArrowNeedle,21.0,1.0,13.0,7.0,2.0,2.0,,,,,3.0,9.0,9.0,1.0,,0.0,1.0,,,,5.0,1.0,5.0,31.0,0.0,0.0,1.0,4.0,,124.0,14.0,68.0,18.0,44.0,42.0,,34.0,47.0,16.0,37.0,,,5.0,5.0,2.0,1.0,20.0,20.0,0.62,12,9
Public Class,org.jfree.chart.needle.LineNeedle,16.0,2.0,7.0,7.0,2.0,2.0,,,,,3.0,7.0,7.0,0.0,,0.0,1.0,,,,4.0,0.0,4.0,30.0,0.0,0.0,1.0,3.0,,76.0,12.0,31.0,11.0,16.0,33.0,,13.0,21.0,9.0,14.0,,,3.0,3.0,2.0,1.0,0.0,0.0,1.06,7,6
Public Class,org.jfree.chart.needle.LongNeedle,24.0,2.0,15.0,7.0,2.0,1.0,,,,,3.0,6.0,6.0,0.0,,0.0,1.0,,,,5.0,0.0,5.0,31.0,0.0,0.0,1.0,4.0,,133.0,18.0,77.0,22.0,56.0,38.0,,49.0,62.0,20.0,51.0,,,6.0,3.0,2.0,1.0,0.0,0.0,0.49,12,7
Public Abstract Class,org.jfree.chart.needle.MeterNeedle,12.0,0.0,6.0,6.0,2.0,1.0,,,,,2.0,18.0,18.0,8.0,,0.0,2.0,,,,26.0,7.0,26.0,26.0,0.0,2.0,2.0,22.0,,366.0,45.0,161.0,45.0,89.0,160.0,,72.0,113.0,41.0,78.0,,,10.0,10.0,1.0,1.0,78.0,75.0,0.99,40,34
Public Class,org.jfree.chart.needle.MiddlePinNeedle,21.0,2.0,11.0,8.0,2.0,2.0,,,,,3.0,8.0,8.0,0.0,,0.0,1.0,,,,4.0,0.0,4.0,30.0,0.0,0.0,1.0,3.0,,98.0,14.0,49.0,17.0,31.0,35.0,,26.0,36.0,14.0,28.0,,,4.0,4.0,2.0,1.0,0.0,0.0,0.71,9,7
Public Class,org.jfree.chart.needle.PinNeedle,21.0,2.0,11.0,8.0,2.0,2.0,,,,,3.0,8.0,8.0,0.0,,0.0,1.0,,,,4.0,0.0,4.0,30.0,0.0,0.0,1.0,3.0,,96.0,13.0,48.0,16.0,30.0,35.0,,25.0,35.0,13.0,28.0,,,4.0,4.0,2.0,1.0,0.0,0.0,0.73,9,7
Public Class,org.jfree.chart.needle.PlumNeedle,18.0,1.0,9.0,7.0,2.0,2.0,,,,,3.0,7.0,7.0,0.0,,0.0,1.0,,,,4.0,0.0,4.0,30.0,0.0,0.0,1.0,3.0,,85.0,11.0,41.0,13.0,25.0,33.0,,19.0,28.0,11.0,21.0,,,4.0,4.0,2.0,1.0,0.0,0.0,0.8,8,7
Public Class,org.jfree.chart.needle.PointerNeedle,23.0,2.0,14.0,7.0,3.0,2.0,,,,,3.0,5.0,5.0,0.0,,0.0,1.0,,,,4.0,0.0,4.0,30.0,0.0,0.0,1.0,3.0,,107.0,13.0,60.0,16.0,41.0,34.0,,34.0,46.0,14.0,40.0,,,5.0,4.0,2.0,1.0,0.0,0.0,0.57,11,7
Public Class,org.jfree.chart.needle.ShipNeedle,17.0,1.0,9.0,7.0,2.0,2.0,,,,,3.0,7.0,7.0,0.0,,0.0,1.0,,,,4.0,0.0,4.0,30.0,0.0,0.0,1.0,3.0,,82.0,9.0,39.0,9.0,23.0,34.0,,17.0,26.0,7.0,20.0,,,4.0,4.0,2.0,1.0,0.0,0.0,0.87,8,7
Public Class,org.jfree.chart.needle.WindNeedle,16.0,1.0,9.0,6.0,2.0,2.0,,,,,3.0,4.0,4.0,0.0,,0.0,1.0,,,,4.0,0.0,4.0,35.0,0.0,0.0,1.0,3.0,,77.0,11.0,38.0,11.0,22.0,29.0,,15.0,24.0,9.0,17.0,,,4.0,4.0,3.0,1.0,0.0,0.0,0.76,8,7
Public Class,org.jfree.chart.panel.AbstractMouseHandler,9.0,0.0,2.0,6.0,1.0,1.0,,,,,3.0,1.0,1.0,3.0,,0.0,0.0,,,,10.0,1.0,10.0,10.0,0.0,0.0,0.0,10.0,,108.0,12.0,27.0,13.0,3.0,69.0,,4.0,15.0,12.0,3.0,,,1.0,1.0,1.0,0.0,70.0,70.0,2.56,10,10
Public Class,org.jfree.chart.panel.AbstractOverlay,11.0,0.0,6.0,6.0,2.0,1.0,,,,,1.0,4.0,4.0,1.0,,0.0,0.0,,,,5.0,1.0,5.0,5.0,0.0,0.0,1.0,4.0,,72.0,7.0,31.0,9.0,14.0,34.0,,12.0,22.0,10.0,14.0,,,3.0,1.0,1.0,2.0,20.0,0.0,1.1,9,5
Public Class,org.jfree.chart.panel.CrosshairOverlay,24.0,0.0,18.0,6.0,4.0,1.0,,,,,6.0,29.0,29.0,0.0,,0.0,0.0,,,,20.0,2.0,20.0,25.0,0.0,5.0,2.0,13.0,,524.0,27.0,368.0,89.0,254.0,133.0,,178.0,262.0,77.0,226.0,,,10.0,5.0,2.0,3.0,60.0,60.0,0.36,83,24
Public Interface,org.jfree.chart.panel.Overlay,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,3.0,3.0,1.0,,0.0,0.0,,,,3.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,,25.0,4.0,5.0,4.0,0.0,16.0,,3.0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0,0
Public Class,org.jfree.chart.panel.PanHandler,21.0,0.0,15.0,6.0,3.0,2.0,,,,,1.0,11.0,11.0,0.0,,0.0,0.0,,,,4.0,3.0,4.0,14.0,0.0,0.0,0.0,4.0,,104.0,7.0,64.0,22.0,44.0,34.0,,36.0,48.0,21.0,38.0,,,4.0,3.0,2.0,2.0,33.0,33.0,0.53,11,6
Public Class,org.jfree.chart.panel.RegionSelectionHandler,15.0,0.0,9.0,6.0,2.0,1.0,,,,,1.0,14.0,14.0,0.0,,0.0,0.0,,,,12.0,5.0,12.0,22.0,0.0,0.0,0.0,12.0,,219.0,19.0,113.0,37.0,68.0,89.0,,59.0,85.0,35.0,66.0,,,6.0,4.0,2.0,3.0,68.0,60.0,0.79,25,17
Public Class,org.jfree.chart.panel.ZoomHandler,38.0,1.0,32.0,6.0,5.0,1.0,,,,,1.0,9.0,9.0,0.0,,0.0,0.0,,,,5.0,2.0,5.0,15.0,0.0,1.0,0.0,4.0,,207.0,13.0,163.0,36.0,119.0,31.0,,76.0,101.0,30.0,88.0,,,8.0,1.0,2.0,3.0,40.0,40.0,0.19,24,5
Public Abstract Class,org.jfree.chart.plot.AbstractPieLabelDistributor,8.0,0.0,4.0,5.0,1.0,1.0,,,,,2.0,4.0,4.0,1.0,,0.0,0.0,,,,6.0,1.0,6.0,6.0,0.0,0.0,0.0,6.0,,67.0,8.0,22.0,8.0,7.0,37.0,,8.0,15.0,8.0,7.0,,,2.0,1.0,1.0,1.0,0.0,0.0,1.68,6,5
Public Class,org.jfree.chart.plot.CategoryCrosshairState,15.0,1.0,8.0,6.0,2.0,1.0,,,,,1.0,3.0,3.0,0.0,,0.0,0.0,,,,7.0,2.0,7.0,31.0,0.0,0.0,0.0,7.0,,135.0,15.0,60.0,22.0,33.0,60.0,,28.0,42.0,18.0,30.0,,,4.0,1.0,2.0,2.0,29.0,29.0,1.0,13,7
Public Class,org.jfree.chart.plot.CategoryMarker,13.0,0.0,6.0,7.0,2.0,2.0,,,,,3.0,8.0,8.0,0.0,,0.0,0.0,,,,8.0,2.0,8.0,43.0,0.0,0.0,0.0,8.0,,131.0,11.0,53.0,14.0,26.0,67.0,,21.0,36.0,12.0,24.0,,,6.0,6.0,2.0,1.0,56.0,44.0,1.26,14,13
Public Class,org.jfree.chart.plot.CategoryPlot,21.0,1.0,11.0,9.0,3.0,1.0,,,,,10.0,89.0,89.0,2.0,,0.0,10.0,,,,223.0,50.0,223.0,290.0,0.0,8.0,13.0,202.0,,5135.0,403.0,2493.0,651.0,1541.0,2242.0,,1167.0,1759.0,617.0,1379.0,,,51.0,51.0,2.0,7.0,97.0,95.0,0.9,591,290
Public Class,org.jfree.chart.plot.CombinedDomainCategoryPlot,23.0,1.0,13.0,8.0,3.0,1.0,,,,,2.0,24.0,24.0,0.0,,0.0,1.0,,,,24.0,3.0,24.0,314.0,0.0,0.0,2.0,22.0,,587.0,54.0,327.0,99.0,210.0,206.0,,158.0,231.0,91.0,190.0,,,12.0,5.0,3.0,4.0,71.0,60.0,0.63,73,28
Public Class,org.jfree.chart.plot.CombinedDomainXYPlot,22.0,1.0,13.0,8.0,3.0,1.0,,,,,2.0,26.0,26.0,0.0,,0.0,1.0,,,,25.0,3.0,25.0,325.0,0.0,0.0,2.0,23.0,,596.0,62.0,321.0,97.0,207.0,217.0,,158.0,230.0,91.0,188.0,,,11.0,5.0,3.0,3.0,72.0,63.0,0.68,72,29
Public Class,org.jfree.chart.plot.CombinedRangeCategoryPlot,24.0,1.0,14.0,8.0,3.0,1.0,,,,,2.0,27.0,27.0,0.0,,0.0,1.0,,,,19.0,3.0,19.0,309.0,0.0,1.0,2.0,16.0,,485.0,52.0,272.0,84.0,179.0,162.0,,141.0,202.0,80.0,166.0,,,11.0,5.0,3.0,3.0,65.0,58.0,0.6,61,23
Public Class,org.jfree.chart.plot.CombinedRangeXYPlot,22.0,2.0,13.0,8.0,3.0,1.0,,,,,2.0,26.0,26.0,0.0,,0.0,1.0,,,,24.0,3.0,24.0,324.0,0.0,0.0,2.0,22.0,,574.0,65.0,307.0,95.0,198.0,204.0,,151.0,219.0,89.0,177.0,,,11.0,5.0,3.0,3.0,71.0,63.0,0.66,68,28
Public Class,org.jfree.chart.plot.CompassPlot,20.0,1.0,11.0,8.0,3.0,1.0,,,,,3.0,44.0,44.0,0.0,,0.0,5.0,,,,34.0,15.0,34.0,101.0,0.0,2.0,1.0,31.0,,786.0,85.0,408.0,89.0,280.0,293.0,,235.0,313.0,86.0,239.0,,,13.0,13.0,2.0,2.0,89.0,87.0,0.72,89,46
Public Class,org.jfree.chart.plot.Crosshair,14.0,0.0,7.0,7.0,2.0,1.0,,,,,4.0,20.0,20.0,0.0,,0.0,0.0,,,,40.0,16.0,40.0,40.0,0.0,2.0,0.0,38.0,,675.0,57.0,288.0,75.0,165.0,331.0,,155.0,220.0,74.0,149.0,,,18.0,18.0,1.0,1.0,83.0,78.0,1.15,64,57
Public Class,org.jfree.chart.plot.CrosshairState,15.0,0.0,5.0,10.0,1.0,1.0,,,,,1.0,2.0,2.0,2.0,,0.0,0.0,,,,24.0,10.0,24.0,24.0,0.0,0.0,0.0,24.0,,446.0,41.0,122.0,45.0,52.0,283.0,,52.0,83.0,41.0,46.0,,,5.0,1.0,1.0,3.0,86.0,78.0,2.32,30,24
Public Final Class,org.jfree.chart.plot.DatasetRenderingOrder,12.0,0.0,6.0,6.0,2.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,3.0,,,,5.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,,94.0,10.0,39.0,13.0,19.0,45.0,,15.0,26.0,11.0,17.0,,,4.0,4.0,1.0,1.0,20.0,0.0,1.15,10,10
Public Class,org.jfree.chart.plot.DefaultDrawingSupplier,23.0,2.0,13.0,8.0,3.0,2.0,,,,,5.0,17.0,17.0,0.0,,3.0,7.0,,,,14.0,12.0,17.0,17.0,0.0,5.0,0.0,12.0,,477.0,71.0,250.0,82.0,162.0,156.0,,153.0,198.0,71.0,135.0,,,13.0,13.0,1.0,2.0,78.0,75.0,0.62,44,34
Public Final Class,org.jfree.chart.plot.DialShape,13.0,0.0,7.0,6.0,2.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,4.0,,,,5.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,,91.0,11.0,41.0,12.0,22.0,39.0,,17.0,29.0,12.0,20.0,,,4.0,4.0,1.0,1.0,20.0,0.0,0.95,11,11
Public Interface,org.jfree.chart.plot.DrawingSupplier,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,3.0,3.0,1.0,,0.0,0.0,,,,6.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,,50.0,7.0,8.0,7.0,0.0,35.0,,6.0,7.0,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.38,0,0
Public Class,org.jfree.chart.plot.FastScatterPlot,19.0,1.0,9.0,9.0,2.0,1.0,,,,,6.0,40.0,40.0,0.0,,0.0,4.0,,,,49.0,14.0,49.0,116.0,0.0,4.0,2.0,43.0,,1031.0,111.0,463.0,135.0,273.0,457.0,,212.0,319.0,109.0,236.0,,,16.0,16.0,2.0,3.0,89.0,85.0,0.99,106,64
Public Class,org.jfree.chart.plot.IntervalMarker,13.0,0.0,6.0,7.0,2.0,2.0,,,,,3.0,9.0,9.0,0.0,,0.0,1.0,,,,11.0,3.0,11.0,46.0,0.0,0.0,0.0,11.0,,175.0,18.0,71.0,21.0,34.0,86.0,,29.0,47.0,17.0,30.0,,,7.0,7.0,2.0,1.0,64.0,45.0,1.21,17,17
Public Abstract Class,org.jfree.chart.plot.Marker,14.0,0.0,6.0,8.0,2.0,1.0,,,,,3.0,23.0,23.0,3.0,,0.0,1.0,,,,35.0,13.0,35.0,35.0,0.0,2.0,3.0,30.0,,595.0,56.0,243.0,55.0,130.0,296.0,,113.0,177.0,53.0,125.0,,,15.0,15.0,1.0,2.0,86.0,78.0,1.22,63,49
Public Class,org.jfree.chart.plot.MeterInterval,13.0,0.0,7.0,6.0,2.0,2.0,,,,,2.0,14.0,14.0,0.0,,0.0,1.0,,,,10.0,5.0,10.0,10.0,0.0,2.0,0.0,8.0,,169.0,17.0,78.0,20.0,40.0,74.0,,36.0,56.0,18.0,38.0,,,8.0,8.0,1.0,1.0,58.0,48.0,0.95,19,17
Public Class,org.jfree.chart.plot.MeterPlot,19.0,1.0,11.0,8.0,2.0,1.0,,,,,3.0,52.0,52.0,0.0,,0.0,10.0,,,,55.0,18.0,55.0,122.0,0.0,2.0,7.0,46.0,,1211.0,131.0,617.0,193.0,403.0,463.0,,310.0,434.0,165.0,336.0,,,21.0,21.0,2.0,4.0,89.0,84.0,0.75,124,75
Public Class,org.jfree.chart.plot.MultiplePiePlot,22.0,1.0,13.0,8.0,3.0,1.0,,,,,3.0,50.0,50.0,0.0,,0.0,1.0,,,,24.0,8.0,24.0,91.0,0.0,3.0,0.0,21.0,,596.0,58.0,325.0,84.0,214.0,214.0,,170.0,237.0,78.0,185.0,,,13.0,10.0,2.0,4.0,74.0,68.0,0.66,66,35
Public Interface,org.jfree.chart.plot.Pannable,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,3.0,3.0,3.0,,0.0,0.0,,,,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,,44.0,6.0,9.0,8.0,0.0,29.0,,5.0,6.0,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0,0
Public Class,org.jfree.chart.plot.PieLabelDistributor,17.0,0.0,11.0,6.0,3.0,1.0,,,,,1.0,4.0,4.0,0.0,,0.0,0.0,,,,9.0,1.0,9.0,15.0,0.0,1.0,4.0,4.0,,175.0,13.0,102.0,31.0,65.0,61.0,,54.0,81.0,36.0,60.0,,,5.0,3.0,2.0,3.0,67.0,56.0,0.6,26,11
Public Final Class,org.jfree.chart.plot.PieLabelLinkStyle,13.0,0.0,7.0,6.0,2.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,3.0,,,,5.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,,94.0,10.0,44.0,15.0,22.0,40.0,,17.0,29.0,12.0,20.0,,,4.0,4.0,1.0,1.0,20.0,0.0,0.91,11,8
Public Class,org.jfree.chart.plot.PieLabelRecord,12.0,0.0,6.0,6.0,2.0,2.0,,,,,3.0,2.0,2.0,0.0,,0.0,0.0,,,,16.0,8.0,16.0,16.0,0.0,0.0,0.0,16.0,,237.0,24.0,108.0,30.0,51.0,105.0,,46.0,76.0,28.0,48.0,,,11.0,11.0,1.0,2.0,74.0,74.0,0.97,29,26
Public Class,org.jfree.chart.plot.PiePlot,22.0,1.0,12.0,9.0,2.0,1.0,,,,,4.0,90.0,90.0,2.0,,0.0,15.0,,,,139.0,49.0,139.0,206.0,0.0,5.0,17.0,117.0,,3484.0,309.0,1683.0,511.0,1120.0,1493.0,,830.0,1163.0,433.0,904.0,,,50.0,50.0,2.0,6.0,95.0,93.0,0.89,334,202
Public Class,org.jfree.chart.plot.PiePlot3D,73.0,8.0,54.0,14.0,7.0,2.0,,,,,2.0,37.0,37.0,0.0,,0.0,1.0,,,,12.0,2.0,12.0,218.0,0.0,2.0,1.0,9.0,,917.0,112.0,647.0,172.0,517.0,179.0,,340.0,426.0,128.0,389.0,,,43.0,12.0,3.0,5.0,71.0,63.0,0.28,85,27
Public Class,org.jfree.chart.plot.PiePlotState,8.0,0.0,3.0,5.0,1.0,1.0,,,,,1.0,2.0,2.0,0.0,,0.0,0.0,,,,21.0,10.0,21.0,24.0,0.0,0.0,0.0,21.0,,233.0,32.0,77.0,32.0,23.0,124.0,,33.0,55.0,32.0,23.0,,,1.0,1.0,2.0,0.0,90.0,90.0,1.61,21,21
Public Class,org.jfree.chart.plot.PieSelectionAttributes,4.0,0.0,4.0,0.0,1.0,1.0,,,,,3.0,13.0,13.0,0.0,,0.0,0.0,,,,42.0,15.0,42.0,42.0,0.0,0.0,7.0,35.0,,278.0,64.0,196.0,65.0,82.0,18.0,,83.0,140.0,65.0,82.0,,,4.0,1.0,1.0,1.0,91.0,89.0,0.09,59,42
Public Abstract Class,org.jfree.chart.plot.Plot,18.0,0.0,9.0,9.0,2.0,1.0,,,,,9.0,55.0,55.0,12.0,,2.0,12.0,,,,65.0,18.0,67.0,67.0,0.0,2.0,9.0,56.0,,1361.0,125.0,605.0,138.0,343.0,636.0,,242.0,400.0,120.0,297.0,,,18.0,18.0,1.0,3.0,92.0,88.0,1.05,157,91
Public Final Class,org.jfree.chart.plot.PlotOrientation,12.0,0.0,6.0,6.0,2.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,3.0,,,,5.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,,87.0,10.0,40.0,14.0,20.0,37.0,,16.0,27.0,12.0,17.0,,,4.0,4.0,1.0,1.0,20.0,0.0,0.93,10,8
Public Class,org.jfree.chart.plot.PlotRenderingInfo,14.0,0.0,6.0,7.0,2.0,2.0,,,,,3.0,14.0,14.0,0.0,,0.0,1.0,,,,14.0,4.0,14.0,14.0,0.0,2.0,0.0,12.0,,229.0,20.0,96.0,28.0,49.0,113.0,,46.0,72.0,28.0,49.0,,,6.0,6.0,1.0,2.0,63.0,59.0,1.18,25,21
Public Class,org.jfree.chart.plot.PlotState,7.0,0.0,3.0,4.0,1.0,1.0,,,,,1.0,2.0,2.0,0.0,,0.0,0.0,,,,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,,25.0,4.0,9.0,4.0,2.0,12.0,,3.0,6.0,4.0,2.0,,,1.0,1.0,1.0,0.0,0.0,0.0,1.33,2,2
Public Class,org.jfree.chart.plot.PlotUtilities,21.0,0.0,11.0,10.0,4.0,4.0,,,,,1.0,3.0,3.0,0.0,,1.0,0.0,,,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,30.0,2.0,13.0,3.0,6.0,15.0,,5.0,10.0,4.0,8.0,,,4.0,4.0,1.0,3.0,0.0,0.0,1.15,4,4
Public Class,org.jfree.chart.plot.PolarPlot,18.0,1.0,9.0,8.0,2.0,1.0,,,,,6.0,54.0,54.0,0.0,,0.0,7.0,,,,59.0,15.0,59.0,126.0,0.0,2.0,5.0,52.0,,1208.0,134.0,550.0,174.0,331.0,524.0,,260.0,381.0,148.0,284.0,,,16.0,16.0,2.0,3.0,91.0,88.0,0.95,122,74
Public Class,org.jfree.chart.plot.RingPlot,20.0,0.0,11.0,9.0,2.0,1.0,,,,,3.0,38.0,38.0,0.0,,0.0,1.0,,,,21.0,6.0,21.0,227.0,0.0,3.0,2.0,16.0,,483.0,38.0,246.0,85.0,161.0,202.0,,126.0,174.0,69.0,135.0,,,16.0,9.0,3.0,5.0,73.0,67.0,0.82,47,29
Public Interface,org.jfree.chart.plot.Selectable,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,3.0,3.0,3.0,,0.0,0.0,,,,5.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,,49.0,6.0,9.0,8.0,0.0,34.0,,5.0,6.0,6.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.78,0,0
Public Final Class,org.jfree.chart.plot.SeriesRenderingOrder,12.0,0.0,6.0,6.0,2.0,2.0,,,,,2.0,2.0,2.0,0.0,,0.0,3.0,,,,5.0,1.0,5.0,5.0,0.0,2.0,0.0,3.0,,93.0,10.0,39.0,13.0,19.0,44.0,,15.0,26.0,11.0,17.0,,,4.0,4.0,1.0,1.0,20.0,0.0,1.13,10,10
Public Class,org.jfree.chart.plot.SpiderWebPlot,20.0,1.0,10.0,8.0,2.0,1.0,,,,,3.0,63.0,63.0,0.0,,0.0,13.0,,,,68.0,26.0,68.0,135.0,0.0,3.0,5.0,60.0,,1548.0,182.0,734.0,205.0,469.0,633.0,,381.0,533.0,186.0,409.0,,,29.0,29.0,2.0,5.0,91.0,86.0,0.86,151,98
Public Class,org.jfree.chart.plot.ThermometerPlot,18.0,1.0,9.0,8.0,2.0,1.0,,,,,5.0,50.0,50.0,0.0,,2.0,30.0,,,,70.0,25.0,72.0,139.0,0.0,5.0,2.0,65.0,,1596.0,174.0,720.0,206.0,469.0,704.0,,348.0,501.0,183.0,365.0,,,26.0,26.0,2.0,3.0,94.0,90.0,0.98,155,102
Public Interface,org.jfree.chart.plot.ValueAxisPlot,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,2.0,5.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,12.0,2.0,3.0,2.0,0.0,7.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.33,0,0
Public Class,org.jfree.chart.plot.ValueMarker,15.0,0.0,6.0,9.0,2.0,2.0,,,,,1.0,3.0,3.0,0.0,,0.0,0.0,,,,6.0,1.0,6.0,41.0,0.0,0.0,0.0,6.0,,104.0,7.0,38.0,10.0,18.0,59.0,,15.0,26.0,9.0,17.0,,,5.0,5.0,2.0,1.0,17.0,0.0,1.55,10,10
Public Class,org.jfree.chart.plot.WaferMapPlot,23.0,1.0,15.0,7.0,2.0,1.0,,,,,4.0,28.0,28.0,0.0,,0.0,7.0,,,,13.0,3.0,13.0,80.0,0.0,0.0,3.0,10.0,,362.0,39.0,213.0,62.0,151.0,114.0,,107.0,140.0,54.0,104.0,,,8.0,1.0,2.0,3.0,81.0,63.0,0.54,32,13
Public Class,org.jfree.chart.plot.XYCrosshairState,6.0,1.0,2.0,3.0,1.0,1.0,,,,,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,25.0,0.0,0.0,0.0,1.0,,14.0,3.0,4.0,2.0,0.0,7.0,,0.0,2.0,2.0,0.0,,,1.0,1.0,2.0,0.0,0.0,0.0,1.75,1,1
Public Class,org.jfree.chart.plot.XYPlot,22.0,1.0,12.0,10.0,3.0,1.0,,,,,9.0,88.0,88.0,2.0,,0.0,7.0,,,,233.0,56.0,233.0,300.0,0.0,8.0,15.0,210.0,,5717.0,422.0,2929.0,740.0,1863.0,2380.0,,1376.0,2064.0,707.0,1658.0,,,57.0,57.0,2.0,6.0,97.0,95.0,0.81,687,327
Public Interface,org.jfree.chart.plot.Zoomable,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,3.0,3.0,5.0,,0.0,0.0,,,,9.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,,124.0,10.0,17.0,16.0,0.0,97.0,,9.0,10.0,10.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.71,0,0
Public Abstract Class,org.jfree.chart.plot.dial.AbstractDialLayer,12.0,0.0,5.0,7.0,1.0,1.0,,,,,2.0,11.0,11.0,9.0,,0.0,0.0,,,,11.0,2.0,11.0,11.0,0.0,1.0,2.0,8.0,,159.0,14.0,59.0,20.0,28.0,86.0,,27.0,43.0,20.0,26.0,,,3.0,3.0,1.0,2.0,45.0,41.0,1.46,15,13
Public Class,org.jfree.chart.plot.dial.ArcDialFrame,15.0,0.0,8.0,7.0,2.0,1.0,,,,,5.0,23.0,23.0,0.0,,0.0,1.0,,,,25.0,7.0,25.0,36.0,0.0,2.0,1.0,22.0,,453.0,40.0,207.0,66.0,131.0,206.0,,111.0,151.0,55.0,113.0,,,10.0,10.0,2.0,1.0,71.0,65.0,1.0,39,34
Public Class,org.jfree.chart.plot.dial.DialBackground,13.0,0.0,6.0,7.0,2.0,1.0,,,,,5.0,18.0,18.0,0.0,,0.0,1.0,,,,13.0,2.0,13.0,24.0,0.0,2.0,0.0,11.0,,211.0,18.0,84.0,23.0,43.0,109.0,,35.0,57.0,20.0,37.0,,,5.0,5.0,2.0,1.0,46.0,38.0,1.3,21,17
Public Class,org.jfree.chart.plot.dial.DialCap,14.0,0.0,7.0,7.0,2.0,1.0,,,,,5.0,19.0,19.0,0.0,,0.0,1.0,,,,16.0,4.0,16.0,27.0,0.0,2.0,0.0,14.0,,281.0,25.0,115.0,31.0,64.0,141.0,,55.0,82.0,26.0,58.0,,,7.0,7.0,2.0,1.0,55.0,55.0,1.23,26,22
Public Interface,org.jfree.chart.plot.dial.DialFrame,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,2.0,2.0,2.0,,0.0,0.0,,,,1.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,,14.0,2.0,3.0,2.0,0.0,9.0,,1.0,2.0,2.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0,0
Public Interface,org.jfree.chart.plot.dial.DialLayer,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,5.0,5.0,9.0,,0.0,0.0,,,,6.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,,61.0,7.0,9.0,8.0,0.0,45.0,,6.0,7.0,7.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0
